prediction,uncertainty
correct,0.04928864051329055
correct,0.04422890861073205
correct,0.0015911310244183068
correct,0.026690125691549656
correct,0.11787643907118929
correct,0.07703706556238615
correct,0.0036460579641457267
correct,0.024922934401348726
correct,0.04112818076682249
correct,0.01747163639777445
correct,0.11902806449805337
correct,0.025327288707714325
correct,0.008951220506005553
correct,0.030325124938983317
correct,0.003211540579860552
correct,0.0030921639264852472
correct,0.0997152920054952
correct,0.007359525621913732
correct,0.06750656153592534
correct,0.10690517071353592
correct,0.0016975141354749195
correct,0.017710319583790223
correct,0.003429055807457195
correct,0.11887772356356668
correct,0.01878398391554232
correct,0.0379927908142606
correct,0.0017545871364764035
correct,0.010721835548912378
correct,0.015532833646945082
correct,0.14522090621957642
correct,0.09996815842198507
correct,0.023163583966711254
correct,0.023584336833740695
correct,0.08878822287357593
correct,0.011302758842035727
correct,0.033645965589282144
correct,0.09752076633486624
correct,0.09798040858543737
correct,0.12606546874202232
correct,0.0569840624248586
correct,0.05133202782075195
correct,0.11119417643106762
correct,0.18377588692815805
correct,0.06693579027426184
correct,0.11827773624739767
correct,0.03470871533860108
correct,0.19339668209444366
correct,0.07413416454262953
correct,0.02737231304389091
correct,0.12450333111903134
correct,0.08303540218164833
correct,0.0714184137374593
correct,0.0791611154009366
correct,0.11209728887303584
correct,0.09571784047652222
correct,0.07072374351285929
correct,0.10116789507171592
correct,0.09931021187305619
correct,0.10432521516698834
correct,0.09326333020496232
correct,0.16892772543995885
correct,0.02846354111856278
correct,0.001514201618147884
correct,0.020563621290154363
correct,0.06469058871627321
correct,0.08393126721460706
correct,0.1532444189431116
correct,0.1276881890151817
correct,0.07278949544502555
correct,0.13836104443448216
correct,0.10484237237256631
correct,0.021690207078665407
correct,0.08978778748555609
correct,0.01679172252926026
correct,0.15836746016666908
correct,0.0004917059479158531
correct,0.07646634488629188
correct,0.0068480479031035515
correct,0.1684336572115435
correct,0.14137167563541123
correct,0.05870091100532655
correct,0.0688397342067826
correct,0.09497527326609408
correct,0.009840116851048257
correct,0.014519371131752803
correct,0.00438199009195571
correct,0.01259838919829925
correct,0.00957922496382578
correct,0.12840851998433925
correct,0.033326909924826856
correct,0.06815033423172144
correct,0.02267128243859742
correct,0.0389430676895275
correct,0.0013967206876687992
correct,0.010126177339342957
correct,0.004390407494243383
correct,0.03073586629565835
correct,0.02203265633271914
correct,0.01896047897147158
correct,0.006496806620318942
correct,0.024891263801853476
correct,0.028604915924702136
correct,0.10750458172517113
correct,0.01562711969190646
correct,0.025772708309459606
correct,0.0021966142194150256
correct,0.005730563707486269
correct,0.10305140941250664
correct,0.011860048388914062
correct,0.044982361000727174
correct,0.019984338494125297
correct,0.010298424710840016
correct,0.17063261307932853
correct,0.033904682111591644
correct,0.011353569097431295
correct,0.08029568059828125
correct,0.05485742616731509
correct,0.030247601685960936
correct,0.02742994984779327
correct,0.011297968702032367
correct,0.076786376970952
correct,0.013608250215368994
correct,0.08751557825121764
correct,0.04995272891203271
correct,0.011573423267836131
correct,0.02209149929457796
correct,0.10854459616012942
correct,0.04273256364419538
correct,0.017514620322595653
correct,0.0026943774729174244
correct,0.0657007559532096
correct,0.09157669951704751
correct,0.02413178042308377
correct,0.00690208557330671
correct,0.007858161972811811
correct,0.06868727384603734
correct,0.09944643448217437
correct,0.14012981834316957
correct,0.018236031234680736
correct,0.044454669542377596
correct,0.06336795224956006
correct,0.08152309310246011
correct,0.021353158898974895
correct,0.1484596887802656
correct,0.012865431998588042
correct,0.007767973813919824
correct,0.02082674573889147
correct,0.014619863834004833
correct,0.004458515160135831
correct,0.12261395373623574
correct,0.12813423359937426
correct,0.017205787963073413
correct,0.003214061442302072
correct,0.06592935814742441
correct,0.006806353242339712
correct,0.0725317077151638
correct,0.0025349461888625664
correct,0.017614025127591578
correct,0.026281486241108844
correct,0.007819758254353529
correct,0.020586278463283352
correct,0.1560109567776342
correct,0.00675214685905888
correct,0.00873378749071364
correct,0.09809342990871293
correct,0.03301774318027246
correct,0.13660226101088055
correct,0.00638338045418107
correct,0.003431617514012542
correct,0.13778705676767716
correct,0.10322293004788353
correct,0.09766049601451168
correct,0.008310647504470385
correct,0.02836135416899755
correct,0.05340043409376444
correct,0.031670226385587134
correct,0.010598645481039686
correct,0.02263312426065956
correct,0.007231948367432231
correct,0.02879359770044536
correct,0.009756426936894835
correct,0.020563114304824087
correct,0.000288999933925353
correct,0.004563746707138469
correct,0.001373684086139507
correct,0.0002701273876229392
correct,0.009937405688694367
correct,0.002132876357090101
correct,0.00031822847657676426
correct,0.009487373452292409
correct,0.12578282400537896
correct,0.0005993356574708709
correct,0.002473968242539816
correct,0.0077447713569453345
correct,0.0018585509756446853
correct,0.00023826505963604194
correct,0.13158644964596558
correct,9.407835681394156e-05
correct,0.12450611339580024
correct,0.16897924937771505
correct,0.0004901065392199319
correct,7.204189203698708e-05
correct,0.007710958989718432
correct,0.0007208860213141788
correct,0.0615866904640432
correct,0.0007469691748638551
correct,0.05368321154358709
correct,0.002604011408460809
correct,0.0015117247396111719
correct,0.01905995035123425
correct,0.011528959321206267
correct,0.0029724249827696872
correct,0.0004856751744814178
correct,0.0021231372921723898
correct,1.950337988693945e-05
correct,0.0032188401676997423
correct,0.005644315773506033
correct,0.003574993260741743
correct,0.09735842001468713
correct,0.011522720843156092
correct,0.017946585975654458
correct,0.032049438693085824
correct,0.006914075148780214
correct,0.0021953609968206416
correct,0.00025751749721630846
correct,0.003887657863734095
correct,0.00021498189150152087
correct,0.03954177902136195
correct,0.002946032260691766
correct,0.00016235750097147423
correct,0.02411738076121924
correct,0.0010782300429705864
correct,0.0035862582710957792
correct,9.654747917807791e-05
correct,0.0018373468621858792
correct,1.1531377752580608e-05
correct,0.003930135865534314
correct,0.008112745144914045
correct,0.004201302874817599
correct,0.0009287198519217416
correct,0.0019791180450081346
correct,0.07270716860894028
correct,0.0001883274029244679
correct,0.004400281299929848
correct,0.0029622784646210786
correct,0.003722365668537565
correct,0.014132855040573803
correct,0.05786465826809383
correct,0.00010990318247643345
correct,0.0002824602396684516
correct,5.1286531176912524e-05
correct,0.0005364943400044902
correct,0.015160038402870555
correct,0.16275174475173912
correct,0.016566273673581947
correct,5.592447212946614e-05
correct,0.0014731480105815756
correct,0.00014865757226795748
correct,0.009307466360230355
correct,0.002259496345300102
correct,0.06250906729879299
correct,0.0026486012386605622
correct,0.0029756201181773082
correct,0.00013214315834118035
correct,0.01135912623410931
correct,0.0008007287907291152
correct,0.007962337030560582
correct,0.04594417315020419
correct,0.02644608502859426
correct,0.007723285323045687
correct,0.02390558019917809
correct,0.02707988016509392
correct,0.001307595873326952
correct,0.012010105013129307
correct,0.029197135002158446
correct,0.09704819059036675
correct,0.004101631246709733
correct,0.00015389704434541035
correct,0.057048409917027906
correct,0.00045695767787924023
correct,0.0007380881683496132
correct,0.00456094035833699
correct,0.0005388342452682618
correct,0.0005570799792707285
correct,0.008000105757244679
correct,0.0033631496384234393
correct,0.00035137238345256643
correct,0.0052692928182175615
correct,0.0012759029799306364
correct,0.004661669025011764
correct,0.00026655373565522044
correct,0.00019008440949596847
correct,0.05128924046998651
correct,0.0010138203508517378
correct,0.0022360147642360934
correct,0.00013240368095541002
correct,0.00045944813089710126
correct,0.0005580975403903387
correct,0.002360868523397155
correct,0.021295326237842922
correct,0.012174579145847252
correct,0.0076954078004667905
correct,0.0006432127490917111
correct,0.0013354819238448454
correct,0.00013134846158643982
correct,0.001848938397950861
correct,0.0011477443846866055
correct,0.0196712755409455
correct,0.019266574206641345
correct,0.0018104138731346565
correct,0.11777384436641149
correct,0.0008909023878677571
correct,0.031511830458661905
correct,0.00041179259180060593
correct,0.0012699958098887027
correct,0.0007746121515585015
correct,0.0628395504365333
correct,0.0025129477466313693
correct,0.002174790809948316
correct,0.009198709627329833
correct,0.018446787264050454
correct,0.003803667086332668
correct,0.00010923805898379369
correct,0.0005607003096792594
correct,0.002576273427849731
correct,0.0040284546363696955
correct,0.0004998948560163744
correct,0.0035534606403905414
correct,0.000814900389324658
correct,0.009876457006962576
correct,0.005197296673421439
correct,0.0005652147013283681
correct,0.02066252878356447
correct,0.004659530744434614
correct,0.010357505712422607
correct,0.03512742585149693
correct,0.006089110720139962
correct,0.0004562260373133481
correct,0.0005245493347522942
correct,6.240783639244682e-05
correct,0.00804047850962786
correct,0.0005840570735425342
correct,0.0012612993111853694
correct,0.0022969341148116897
correct,0.0007167683556458438
correct,0.004343799328685827
correct,0.01296786723249189
correct,0.00035396310189914266
correct,0.0011468575067176644
correct,0.0005498345481093899
correct,0.007239264594609962
correct,0.0002953256481057898
correct,0.00048299223620103406
correct,0.0010766503978346341
correct,0.0022397132040561474
correct,0.0036321164573233046
correct,0.0013754090197963494
correct,0.006411240869153573
correct,0.00628885787409922
correct,0.00421910099986034
correct,0.00023071257605318524
correct,0.0005546173581834988
correct,0.0013400154772858141
correct,0.0012770064006685303
correct,0.0006903797475214478
correct,0.009543312484401989
correct,0.0005722083953452102
correct,0.00011436557483055926
correct,0.0036373323981456224
correct,0.08537973503361881
correct,0.004860166301848024
correct,0.0013366776571425664
correct,0.0010708687310006897
correct,0.006805527124350214
correct,0.003368579484001046
correct,0.0007952697065751104
correct,0.000458742860891931
correct,0.009771527969623595
correct,0.0037804676051941
correct,0.0012273954657757347
correct,0.001147500492764748
correct,0.00753796048144088
correct,0.10347621335934358
correct,0.05914058240012713
correct,0.09599130738038876
correct,0.0045999447637431285
correct,0.15091994290152574
correct,0.04949148361586215
correct,0.04793727941913077
correct,0.021356207203163082
correct,0.02140246857923695
correct,0.005673267985941444
correct,0.008982823275665046
correct,0.004190162164653701
correct,0.016398036693700244
correct,0.11820481871373342
correct,0.0202313262352376
correct,0.044515483850369526
correct,0.07811510270905503
correct,0.09198589850769584
correct,0.07748778978596725
correct,0.02007537829338522
correct,0.13583062629033651
correct,0.020032403931613398
correct,0.09867990864401793
correct,0.04773204555333415
correct,0.08588214275032338
correct,0.014134164192384297
correct,0.13213743674921005
correct,0.07559752185034316
correct,0.049746640284259014
correct,0.035323577825307685
correct,0.12693961007593427
correct,0.16252007641847008
correct,0.021501372524529085
correct,0.00312399265386371
correct,0.08123856498954665
correct,0.11181159877761195
correct,0.016786589886576636
correct,0.006879764886000589
correct,0.0017004312094611284
correct,0.07927277487214837
correct,0.09843646431597046
correct,0.021711838874347363
correct,0.05352493045583569
correct,0.0012538913504237315
correct,0.0331305342150945
correct,0.03733817072620537
correct,0.016267760631734973
correct,0.058395658759207665
correct,0.06344870061956065
correct,0.118699840635649
correct,0.007193913956404047
correct,0.09005984491300006
correct,0.019083516247725477
correct,0.11194226279419721
correct,0.058942616828839105
correct,0.004005642600771176
correct,0.01572637384346537
correct,0.11179373536318934
correct,0.012534855821101388
correct,0.017572663195782743
correct,0.11161823805929716
correct,0.1317580714510007
correct,0.005551761485950573
correct,0.02403848705705007
correct,0.12206729720126408
correct,0.04996310330643592
correct,0.038823659083050376
correct,0.07886184310933891
correct,0.10649128539197954
correct,0.07534080255419566
correct,0.010422082569677962
correct,0.09036472965926519
correct,0.05441239493361707
correct,0.015387982011583222
correct,0.01038805018714486
correct,0.11318035639955869
correct,0.031646469576831524
correct,0.08469048572565466
correct,0.03562687496438643
correct,0.023954075592226936
correct,0.0714925221562115
correct,0.016465681339713843
correct,0.009907750590497312
correct,2.5701546733963194e-05
correct,0.00039472180539325616
correct,5.639062282742305e-05
correct,3.573009385418223e-05
correct,5.064793501969324e-06
correct,9.07784148555179e-06
correct,0.00026455143218529815
correct,0.0001885607207626609
correct,0.0004128354719648352
correct,3.0491422363338657e-06
correct,0.0001171031979174899
correct,0.0011697393967682098
correct,0.00013612290817488788
correct,0.0003045082755551262
correct,0.02595296479603664
correct,0.0014023686282263776
correct,6.870160638617777e-06
correct,0.00012854201082724705
correct,0.003886642245757235
correct,5.804885277099571e-05
correct,8.413491022412867e-05
correct,0.00016090324399656417
correct,0.00035999014146301185
correct,0.00026975291891920494
correct,2.1310423431296723e-05
correct,0.00018657013941150689
correct,3.9738083646056025e-06
correct,3.346709923070767e-05
correct,0.0004343186413978532
correct,0.0017942189790399064
correct,6.927731734007091e-07
correct,2.8831645885332255e-06
correct,0.0002451684412986577
correct,0.017112409231549143
correct,0.00014798311165040466
correct,2.5991808566604688e-05
correct,3.1181604653375463e-07
correct,7.060890575389333e-05
correct,0.00021081409064738698
correct,1.0252518696138547e-06
correct,0.00010207330547745668
correct,0.00014346716426599546
correct,0.006281178587831328
correct,0.00011982229261505649
correct,4.0564070795385586e-05
correct,0.00013358514231013387
correct,0.00014487602847621675
correct,2.864230153277487e-05
correct,0.00029851179218118155
correct,8.181232014459234e-07
correct,2.1151170207185167e-05
correct,1.3903478125174802e-06
correct,0.011677075710861328
correct,3.2418569036189993e-06
correct,1.3925689951675233e-05
correct,0.010706029395383171
correct,0.00039876971327124273
correct,6.05382977734006e-06
correct,0.0008965525793885325
correct,9.886059194594259e-05
correct,6.252567124762279e-06
correct,6.500530099281755e-05
correct,0.0003867040579470066
correct,1.004458350917561e-06
correct,1.0377972413957991e-05
correct,8.595101618502064e-05
correct,2.5414936868921513e-06
correct,7.714597671816644e-05
correct,4.050533615118555e-06
correct,0.0011357604309485782
correct,4.247955916125945e-05
correct,1.4636215146504933e-05
correct,0.01892867390137147
correct,0.08140451298124032
correct,0.00054195079481617
correct,0.014166132492038068
correct,8.940747630252515e-05
correct,9.815093434601285e-06
correct,1.928156140023455e-05
correct,0.0009718219204548777
correct,8.704892326586034e-05
correct,1.235700748218781e-06
correct,6.843303603432544e-05
correct,8.922845520122588e-05
correct,3.4116639931230636e-05
correct,0.00014927814095687963
correct,5.115692281701099e-05
correct,2.6037412184194113e-05
correct,0.00029318344244297806
correct,0.006476513157978727
correct,5.754638276842172e-06
correct,0.0006416210918380377
correct,3.679187840834964e-05
correct,0.00012496742969728448
correct,7.222119070713651e-06
correct,9.954218376079074e-07
correct,0.005485645128753131
correct,6.704178145531864e-06
correct,3.6141457109564766e-07
correct,1.5717177476650216e-05
correct,0.00029366182260066816
correct,0.07625397772486987
correct,0.05680739459141768
correct,0.05171763727892665
correct,0.06337756522760778
correct,0.08912984047163931
correct,0.06369337696972154
correct,0.025900126768056444
correct,0.12167893792857333
correct,0.159588485975459
correct,0.05089616340438143
correct,0.05406394073484739
correct,0.06763821619100784
correct,0.08008650515528018
correct,0.03836666695913507
correct,0.05699705406202579
correct,0.06789429327543141
correct,0.026230091013363946
correct,0.05992707161106722
correct,0.0583851604951863
correct,0.1491868405105067
correct,0.07563773188803782
correct,0.056290624590542675
correct,0.03231230226042542
correct,0.04176162964975567
correct,0.1432084618732781
correct,0.055763761038461625
correct,0.05255751743310277
correct,0.02863578432185114
correct,0.04931385372788807
correct,0.03393308098024125
correct,0.03886236866754876
correct,0.03329013363780483
correct,0.04640737421377428
correct,0.04437071861775227
correct,0.02876105418714028
correct,0.09842300328776633
correct,0.05996040081389347
correct,0.0535123978429442
correct,0.13654876196778593
correct,0.06291263203626388
correct,0.03252457211146611
correct,0.06295429159062547
correct,0.05732064504049044
correct,0.1451093570060099
correct,0.026922849014534414
correct,0.021696511677582474
correct,0.019768516475658294
correct,0.16061620427545334
correct,0.09902567289750143
correct,0.16734710764382688
correct,0.07259401975117512
correct,0.0344825925775528
correct,0.029310518679154986
correct,0.05540017723087655
correct,0.09479244277975844
correct,0.0657844503291133
correct,0.06034370096348909
correct,0.04395293334978998
correct,0.02328522778943883
correct,0.07718451192761389
correct,0.038288215328015004
correct,0.019341384066589574
correct,0.038302294736279184
correct,0.017558186113900368
correct,0.05777696651912169
correct,0.03534675200169582
correct,0.06738434035313952
correct,0.07107910407589763
correct,0.04932427702446326
correct,0.03862759602007006
correct,0.14160120516887345
correct,0.1230694579563888
correct,0.13130329669131865
correct,0.0875846201148878
correct,0.16584206507778992
correct,0.046458606391733076
correct,0.03120350110455444
correct,0.06500927438018575
correct,0.08654982671262387
correct,0.0769011617990448
correct,0.057980595872779796
correct,0.11839508731111172
correct,0.07639725202788
correct,0.08108907335976509
correct,0.05702812944067367
correct,0.030250883919383978
correct,0.00855095718228392
correct,0.03708857296788422
correct,0.0055620775196818135
correct,0.031131926413777395
correct,0.005776743042539322
correct,0.018588264974448595
correct,0.04151847218429147
correct,0.10604066814544244
correct,0.02916320714282637
correct,0.004159321983399782
correct,0.020860715078394605
correct,0.0028919379045966613
correct,0.0021941001892612113
correct,0.017558781239636882
correct,0.007081052548186125
correct,0.024317215261333687
correct,0.01801616985914615
correct,0.000863875214714093
correct,0.11616340275239265
correct,0.17832223346042037
correct,0.009359089847887301
correct,0.085798851068952
correct,0.0033883565046327895
correct,0.018985149646592557
correct,0.02774855477853178
correct,0.023297518911796294
correct,0.0039693507755772075
correct,0.08046817310737539
correct,0.010427676673972533
correct,0.05894968014426879
correct,0.07151899813008665
correct,0.0203806274285698
correct,0.016201783114165813
correct,0.13505200669511735
correct,0.0170492773679175
correct,0.06096814395445036
correct,0.00274155001750165
correct,0.004612553942825608
correct,0.03555911514434928
correct,0.04525060944171181
correct,0.011939568955419873
correct,0.0016459968695898353
